ID,Company / Brand / Platform,Entity Type,Primary Category,Sub-category,Country / Region,Description,ADC Relevance,Priority Score,Priority,AI / Data Relevance,Potential Use Case,Public Contact,Official Website,LinkedIn,Research Search URL,Verification Status,Last Reviewed,Notes
ST-0668,Universe,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Universe+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0669,UTMB Group,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=UTMB+Group+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0670,Virtuagym,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Coaching & Fitness,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Virtuagym+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0671,Vivaticket,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Events & Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Vivaticket+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0672,Wasserman,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Wasserman+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0673,WeAreFearless,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Wearables,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=WeAreFearless+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0674,Wings for Life World Run,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Wings+for+Life+World+Run+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0675,World Triathlon Corporation,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=World+Triathlon+Corporation+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0676,Xplor Recreation,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Xplor+Recreation+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0677,Zen Planner,Company / Brand / Platform,"Venues, Events, Leagues & Operations",Venues,Global / verify,"Venue, league, academy, event, ticketing, or sports-operations solution.",Distribution / Athlete Acquisition Partner,50,Longlist,Potential,"Athlete onboarding, events, academies, federations, and regional distribution.",,,,https://www.bing.com/search?q=Zen+Planner+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0678,Aaptiv,Company / Brand / Platform,"Fitness Apps, Coaching & Wellness",Fitness Apps,Global / verify,"Digital fitness, coaching, wellness, training, or behavior-change platform.",Potential Partner / Customer,50,Longlist,Potential,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Aaptiv+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0679,adidas Running,Company / Brand / Platform,"Fitness Apps, Coaching & Wellness",Fitness Apps,Global / verify,"Digital fitness, coaching, wellness, training, or behavior-change platform.",Potential Partner / Customer,50,Longlist,Potential,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=adidas+Running+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0680,Apple Fitness+,Company / Brand / Platform,"Fitness Apps, Coaching & Wellness",Coaching & Fitness,Global / verify,"Digital fitness, coaching, wellness, training, or behavior-change platform.",Potential Partner / Customer,50,Longlist,Potential,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Apple+Fitness%2B+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0681,Beachbody BODi,Company / Brand / Platform,"Fitness Apps, Coaching & Wellness",Fitness Apps,Global / verify,"Digital fitness, coaching, wellness, training, or behavior-change platform.",Potential Partner / Customer,50,Longlist,Potential,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Beachbody+BODi+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0682,BetterMe,Company / Brand / Platform,"Fitness Apps, Coaching & Wellness",Fitness Apps,Global / verify,"Digital fitness, coaching, wellness, training, or behavior-change platform.",Potential Partner / Customer,50,Longlist,Potential,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=BetterMe+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0683,BetterUp,Company / Brand / Platform,"Fitness Apps, Coaching & Wellness",Fitness Apps,Global / verify,"Digital fitness, coaching, wellness, training, or behavior-change platform.",Potential Partner / Customer,50,Longlist,Potential,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=BetterUp+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0684,Bkool,Company / Brand / Platform,"Fitness Apps, Coaching & Wellness",Fitness Apps,Global / verify,"Digital fitness, coaching, wellness, training, or behavior-change platform.",Potential Partner / Customer,50,Longlist,Potential,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Bkool+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0685,BookYourGame,Company / Brand / Platform,"Fitness Apps, Coaching & Wellness",Fitness Apps,Global / verify,"Digital fitness, coaching, wellness, training, or behavior-change platform.",Potential Partner / Customer,50,Longlist,Potential,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=BookYourGame+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
